DATETIME: 12/18/2017 2:22:11 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Object reference not set to an instance of an object.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:22:11 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Object reference not set to an instance of an object.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:22:11 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Object reference not set to an instance of an object.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:22:29 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Object reference not set to an instance of an object.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:22:29 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Object reference not set to an instance of an object.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:23:26 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Object reference not set to an instance of an object.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:24:55 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:46:53 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:46:53 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:46:53 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:46:53 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:46:54 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:46:54 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:46:55 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:40 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:41 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:42 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:42 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:42 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:42 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:42 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:42 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:43 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:43 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:43 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:43 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:43 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:43 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:44 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:44 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:44 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:44 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:47:44 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:48:21 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:48:23 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:48:23 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:48:23 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:48:24 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:48:24 PM; ROUTE: api/Payments/{UserId}/FreeTrialTime; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:48:24 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:48:24 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:48:24 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:48:25 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:48:25 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:48:25 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:48:25 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:48:25 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:48:26 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:48:49 PM; METHOD: GetStripeCustomerId; ERROR: TRUE; EXCEPTION: An error occurred while executing the command definition. See the inner exception for details.; INNER EXCEPTION: System.Data.SqlClient.SqlException (0x80131904): A transport-level error has occurred when receiving results from the server. (provider: Session Provider, error: 19 - Physical connection is not usable)
   at System.Data.SqlClient.SqlConnection.OnError(SqlException exception, Boolean breakConnection, Action`1 wrapCloseInAction)
   at System.Data.SqlClient.TdsParser.ThrowExceptionAndWarning(TdsParserStateObject stateObj, Boolean callerHasConnectionLock, Boolean asyncClose)
   at System.Data.SqlClient.TdsParserStateObject.ReadSniError(TdsParserStateObject stateObj, UInt32 error)
   at System.Data.SqlClient.TdsParserStateObject.ReadSniSyncOverAsync()
   at System.Data.SqlClient.TdsParserStateObject.TryReadNetworkPacket()
   at System.Data.SqlClient.TdsParserStateObject.TryPrepareBuffer()
   at System.Data.SqlClient.TdsParserStateObject.TryReadByte(Byte& value)
   at System.Data.SqlClient.TdsParser.TryRun(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj, Boolean& dataReady)
   at System.Data.SqlClient.SqlDataReader.TryConsumeMetaData()
   at System.Data.SqlClient.SqlDataReader.get_MetaData()
   at System.Data.SqlClient.SqlCommand.FinishExecuteReader(SqlDataReader ds, RunBehavior runBehavior, String resetOptionsString, Boolean isInternal, Boolean forDescribeParameterEncryption)
   at System.Data.SqlClient.SqlCommand.RunExecuteReaderTds(CommandBehavior cmdBehavior, RunBehavior runBehavior, Boolean returnStream, Boolean async, Int32 timeout, Task& task, Boolean asyncWrite, Boolean inRetry, SqlDataReader ds, Boolean describeParameterEncryptionRequest)
   at System.Data.SqlClient.SqlCommand.RunExecuteReader(CommandBehavior cmdBehavior, RunBehavior runBehavior, Boolean returnStream, String method, TaskCompletionSource`1 completion, Int32 timeout, Task& task, Boolean& usedCache, Boolean asyncWrite, Boolean inRetry)
   at System.Data.SqlClient.SqlCommand.RunExecuteReader(CommandBehavior cmdBehavior, RunBehavior runBehavior, Boolean returnStream, String method)
   at System.Data.SqlClient.SqlCommand.ExecuteReader(CommandBehavior behavior, String method)
   at System.Data.Entity.Infrastructure.Interception.InternalDispatcher`1.Dispatch[TTarget,TInterceptionContext,TResult](TTarget target, Func`3 operation, TInterceptionContext interceptionContext, Action`3 executing, Action`3 executed)
   at System.Data.Entity.Infrastructure.Interception.DbCommandDispatcher.Reader(DbCommand command, DbCommandInterceptionContext interceptionContext)
   at System.Data.Entity.Core.EntityClient.Internal.EntityCommandDefinition.ExecuteStoreCommands(EntityCommand entityCommand, CommandBehavior behavior)
ClientConnectionId:6f992f63-bb1f-43c4-a5af-b92324f73759
Error Number:-1,State:0,Class:20; STACKTRACE:    at System.Data.Entity.Core.EntityClient.Internal.EntityCommandDefinition.ExecuteStoreCommands(EntityCommand entityCommand, CommandBehavior behavior)
   at System.Data.Entity.Core.Objects.Internal.ObjectQueryExecutionPlan.Execute[TResultType](ObjectContext context, ObjectParameterCollection parameterValues)
   at System.Data.Entity.Core.Objects.ObjectContext.ExecuteInTransaction[T](Func`1 func, IDbExecutionStrategy executionStrategy, Boolean startLocalTransaction, Boolean releaseConnectionOnSuccess)
   at System.Data.Entity.Core.Objects.ObjectQuery`1.<>c__DisplayClass7.<GetResults>b__5()
   at System.Data.Entity.SqlServer.DefaultSqlExecutionStrategy.Execute[TResult](Func`1 operation)
   at System.Data.Entity.Core.Objects.ObjectQuery`1.GetResults(Nullable`1 forMergeOption)
   at System.Data.Entity.Core.Objects.ObjectQuery`1.<System.Collections.Generic.IEnumerable<T>.GetEnumerator>b__0()
   at System.Data.Entity.Internal.LazyEnumerator`1.MoveNext()
   at System.Linq.Enumerable.FirstOrDefault[TSource](IEnumerable`1 source)
   at EmediCodesWebApplication.Repository.UserRepository.GetStripeCustomerId(Int32 UserId) in C:\VSCode\EmediCodesWebApplication\EmediCodesWebApplication\Repository\UserRepository.cs:line 76
DATETIME: 1/7/2018 4:48:51 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:00 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:01 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:01 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:01 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:02 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:02 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:02 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:02 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:02 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:02 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:03 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:03 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:03 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:03 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:03 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:04 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:04 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:04 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:04 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:56 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:58 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:58 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:59 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:59 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:59 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:59 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:59 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:49:59 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:00 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:00 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:00 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:00 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:01 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:01 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:01 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:01 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:01 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:02 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:51 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:52 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:52 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:52 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:53 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:53 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:53 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:53 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:53 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:53 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:54 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:54 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:54 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:54 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:54 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:54 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:55 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:55 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:50:55 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:07 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:09 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:09 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:09 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:09 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:09 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:10 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:10 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:10 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:10 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:10 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:10 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:11 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:11 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:11 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:11 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:11 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:11 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:12 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:19 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:20 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:20 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:20 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:20 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:21 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:21 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:21 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:21 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:21 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:22 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:22 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:22 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:37 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:37 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:38 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:38 PM; ROUTE: api/Payments/{UserId}/FreeTrialTime; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:38 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:38 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:51:38 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:02 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:03 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:03 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:03 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:04 PM; ROUTE: api/Payments/{UserId}/FreeTrialTime; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:04 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:04 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:04 PM; ROUTE: api/Payments/{UserId}/FreeTrialTime; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:04 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:04 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:04 PM; ROUTE: api/Payments/{UserId}/FreeTrialTime; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:04 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:05 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:05 PM; ROUTE: api/Payments/{UserId}/FreeTrialTime; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:05 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:05 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:05 PM; ROUTE: api/Payments/{UserId}/FreeTrialTime; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:05 PM; ROUTE: api/Payments/{UserId}/FreeTrialPeriod; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 1/7/2018 4:56:06 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
